utc,sm_mhz,sm_max_mhz,mem_mhz,power_w,power_limit_w,temp_c,util_pct,throttle,n_apps,apps_mem_mib
2026-09-18T20:35:19Z,1140,1410,1593,64.87,400.00,35,0,0,1,21200
2026-09-18T20:35:24Z,1140,1410,1593,64.65,400.00,35,0,0,1,21200
2026-09-18T20:35:30Z,1140,1410,1593,64.87,400.00,34,0,0,1,21200
2026-09-18T20:35:35Z,1140,1410,1593,64.65,400.00,34,0,0,1,21200
2026-09-18T20:35:41Z,1140,1410,1593,64.59,400.00,34,0,0,1,21200
2026-09-18T20:35:46Z,1410,1410,1593,77.28,400.00,35,0,1,0,
2026-09-18T20:35:52Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:35:57Z,210,1410,1593,58.82,400.00,34,0,1,0,
2026-09-18T20:36:02Z,210,1410,1593,58.82,400.00,34,0,1,0,
2026-09-18T20:36:08Z,210,1410,1593,58.82,400.00,34,0,1,0,
2026-09-18T20:36:13Z,210,1410,1593,58.82,400.00,34,0,1,0,
2026-09-18T20:36:19Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:36:25Z,210,1410,1593,58.82,400.00,34,0,1,0,
2026-09-18T20:36:30Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:36:35Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:36:41Z,210,1410,1593,58.55,400.00,34,0,1,0,
2026-09-18T20:36:46Z,210,1410,1593,58.82,400.00,34,0,1,0,
2026-09-18T20:36:52Z,210,1410,1593,58.82,400.00,34,0,1,0,
2026-09-18T20:36:57Z,210,1410,1593,58.82,400.00,34,0,1,0,
2026-09-18T20:37:03Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:37:09Z,210,1410,1593,58.55,400.00,34,0,1,0,
2026-09-18T20:37:17Z,210,1410,1593,58.82,400.00,34,0,1,0,
2026-09-18T20:37:23Z,210,1410,1593,58.82,400.00,34,0,1,0,
2026-09-18T20:37:29Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:37:34Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:37:40Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:37:45Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:37:51Z,210,1410,1593,58.55,400.00,34,0,1,0,
2026-09-18T20:37:56Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:38:02Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:38:07Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:38:13Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:38:18Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:38:24Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:38:30Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:38:35Z,210,1410,1593,58.82,400.00,34,0,1,0,
2026-09-18T20:38:41Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:38:46Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:38:52Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:38:57Z,210,1410,1593,58.82,400.00,34,0,1,0,
2026-09-18T20:39:03Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:39:08Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:39:17Z,240,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:39:22Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:39:28Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:39:34Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:39:39Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:39:44Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:39:50Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:39:56Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:40:01Z,210,1410,1593,58.55,400.00,34,0,1,0,
2026-09-18T20:40:07Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:40:12Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:40:18Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:40:23Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:40:29Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:40:34Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:40:40Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:40:46Z,210,1410,1593,58.55,400.00,34,0,1,0,
2026-09-18T20:40:51Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:40:57Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:41:02Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:41:07Z,210,1410,1593,58.88,400.00,34,0,1,0,
2026-09-18T20:41:17Z,210,1410,1593,58.82,400.00,34,0,1,0,
2026-09-18T20:41:23Z,1140,1410,1593,64.65,400.00,34,12,0,1,11464
2026-09-18T20:41:28Z,1410,1410,1593,161.59,400.00,39,65,0,1,11526
2026-09-18T20:41:33Z,1410,1410,1593,115.51,400.00,40,60,0,1,11526
2026-09-18T20:41:38Z,1410,1410,1593,156.14,400.00,42,69,0,1,14686
2026-09-18T20:41:43Z,1410,1410,1593,254.39,400.00,42,55,0,1,21186
2026-09-18T20:41:49Z,1410,1410,1593,168.29,400.00,43,61,0,1,21186
2026-09-18T20:41:54Z,1410,1410,1593,177.98,400.00,42,55,0,1,21186
2026-09-18T20:41:59Z,1410,1410,1593,142.53,400.00,43,63,0,1,21186
2026-09-18T20:42:04Z,1410,1410,1593,118.24,400.00,43,61,0,1,21186
2026-09-18T20:42:10Z,1410,1410,1593,126.14,400.00,43,53,0,1,21188
2026-09-18T20:42:15Z,1410,1410,1593,189.93,400.00,44,55,0,1,21188
2026-09-18T20:42:20Z,1410,1410,1593,159.19,400.00,45,57,0,1,21188
2026-09-18T20:42:25Z,1410,1410,1593,148.24,400.00,44,54,0,1,21188
2026-09-18T20:42:31Z,1410,1410,1593,119.17,400.00,43,55,0,1,21188
2026-09-18T20:42:36Z,1410,1410,1593,167.09,400.00,44,62,0,1,21188
2026-09-18T20:42:41Z,1410,1410,1593,169.64,400.00,45,71,0,1,21188
2026-09-18T20:42:46Z,1410,1410,1593,196.29,400.00,45,74,0,1,21188
2026-09-18T20:42:52Z,1410,1410,1593,169.31,400.00,45,70,0,1,21188
2026-09-18T20:42:57Z,1410,1410,1593,185.09,400.00,46,72,0,1,21188
2026-09-18T20:43:02Z,1410,1410,1593,160.99,400.00,46,76,0,1,21188
2026-09-18T20:43:07Z,1410,1410,1593,214.69,400.00,47,70,0,1,21188
2026-09-18T20:43:17Z,1410,1410,1593,277.79,400.00,47,52,0,1,21188
2026-09-18T20:43:22Z,1410,1410,1593,178.31,400.00,45,58,0,1,21188
2026-09-18T20:43:27Z,1410,1410,1593,146.12,400.00,45,53,0,1,21188
2026-09-18T20:43:33Z,1410,1410,1593,161.75,400.00,44,53,0,1,21188
2026-09-18T20:43:38Z,1410,1410,1593,280.19,400.00,45,66,0,1,21188
2026-09-18T20:43:43Z,1410,1410,1593,273.22,400.00,45,71,0,1,21188
2026-09-18T20:43:48Z,1410,1410,1593,132.18,400.00,46,75,0,1,21188
2026-09-18T20:43:54Z,1410,1410,1593,188.00,400.00,46,74,0,1,21188
2026-09-18T20:43:59Z,1410,1410,1593,129.32,400.00,46,77,0,1,21188
2026-09-18T20:44:04Z,1410,1410,1593,145.52,400.00,46,71,0,1,21188
2026-09-18T20:44:09Z,1410,1410,1593,202.93,400.00,46,68,0,1,21188
2026-09-18T20:44:15Z,1410,1410,1593,197.16,400.00,46,72,0,1,21188
2026-09-18T20:44:20Z,1410,1410,1593,137.95,400.00,47,69,0,1,21188
2026-09-18T20:44:25Z,1410,1410,1593,208.59,400.00,46,70,0,1,21188
2026-09-18T20:44:30Z,1410,1410,1593,161.15,400.00,46,71,0,1,21188
2026-09-18T20:44:35Z,1410,1410,1593,197.49,400.00,47,74,0,1,21188
2026-09-18T20:44:41Z,1410,1410,1593,160.39,400.00,46,70,0,1,21188
2026-09-18T20:44:46Z,1410,1410,1593,136.42,400.00,46,76,0,1,21188
2026-09-18T20:44:51Z,1410,1410,1593,179.00,400.00,47,77,0,1,21188
